% 1. Title of Database: Blocks Classification
% 2. Sources:
%    (a) Donato Malerba
%        Dipartimento di Informatica
%        University of Bari
%        via Orabona 4
%        70126 Bari - Italy
%        phone: +39 - 80 - 5443269
%        fax: +39 - 80 - 5443196
%        malerbad@vm.csata.it
%    (b) Donor: Donato Malerba
%    (c) Date: July 1995
% 3. Past Usage:
%    This data set have been used to try different simplification methods
%    for decision trees. A summary of the results can be found in:
% 
%    Malerba, D., Esposito, F., and Semeraro, G.
%    "A Further Comparison of Simplification Methods for Decision-Tree Induction."
%    In D. Fisher and H. Lenz (Eds.), "Learning  from Data: 
%    Artificial Intelligence and Statistics V", Lecture Notes in Statistics,
%    Springer Verlag, Berlin, 1995.
% 
%    The problem consists in classifying all the blocks of the page
%    layout of a document that has been detected by a segmentation
%    process. This is an essential step in document analysis
%    in order to separate text from graphic areas. Indeed, 
%    the five classes are: text (1), horizontal line (2),
%    picture (3), vertical line (4) and graphic (5).
%    For a detailed presentation of the problem see:
% 
%     Esposito F., Malerba D., & Semeraro G.
%   Multistrategy Learning for Document Recognition
%          Applied Artificial Intelligence, 8, pp. 33-84, 1994
% 
%    All instances have been personally checked so that
%    low noise is present in the data.
% 
% 4. Relevant Information Paragraph:
% 
%    The 5473 examples comes from 54 distinct documents. 
%    Each observation concerns one block. 
%    All attributes are numeric.
%    Data are in a format readable by C4.5.
% 
% 5. Number of Instances: 5473.
% 
% 6. Number of Attributes 
% 
%    height:   integer.         | Height of the block.
%    lenght:   integer.     | Length of the block. 
%    area:     integer.    | Area of the block (height * lenght);
%    eccen:    continuous.  | Eccentricity of the block (lenght / height);
%    p_black:  continuous.  | Percentage of black pixels within the block (blackpix / area);
%    p_and:    continuous.        | Percentage of black pixels after the application of the Run Length Smoothing Algorithm (RLSA) (blackand / area);
%    mean_tr:  continuous.      | Mean number of white-black transitions (blackpix / wb_trans);
%    blackpix: integer.    | Total number of black pixels in the original bitmap of the block.
%    blackand: integer.        | Total number of black pixels in the bitmap of the block after the RLSA.
%    wb_trans: integer.          | Number of white-black transitions in the original bitmap of the block.
% 
% 
% 
% 7. Missing Attribute Values:  No missing value.
% 
% 8. Class Distribution: 
% 
%                                            Valid    Cum
%    Class               Frequency  Percent  Percent  Percent
%  
% text                      4913     89.8     89.8     89.8
% horiz. line                329      6.0      6.0     95.8
% graphic                     28       .5       .5     96.3
% vert. line                  88      1.6      1.6     97.9
% picture                    115      2.1      2.1    100.0
%                                 -------  -------  -------
%                         TOTAL      5473    100.0    100.0
% 
% Summary Statistics:
% 
% Variable      Mean    Std Dev   Minimum   Maximum   Correlation 
% 
% HEIGHT       10.47      18.96         1       804         .3510
% LENGTH       89.57     114.72         1       553        -.0045
% AREA       1198.41    4849.38         7    143993         .2343
% ECCEN        13.75      30.70      .007    537.00         .0992
% P_BLACK        .37        .18      .052      1.00         .2130
% P_AND          .79        .17      .062      1.00        -.1771
% MEAN_TR       6.22      69.08      1.00   4955.00         .0723
% BLACKPIX    365.93    1270.33         7     33017         .1656
% BLACKAND    741.11    1881.50         7     46133         .1565
% WB_TRANS    106.66     167.31         1      3212         .0337
% 
%
% Information about the dataset
% CLASSTYPE: nominal
% CLASSINDEX: last
%

@relation page-blocks

@attribute height INTEGER
@attribute lenght INTEGER
@attribute area INTEGER
@attribute eccen REAL
@attribute p_black REAL
@attribute p_and REAL
@attribute mean_tr REAL
@attribute blackpix INTEGER
@attribute blackand INTEGER
@attribute wb_trans INTEGER
@attribute class {1,2,3,4,5}

@data
7,9,63,1.286,.238,.619,1.50,15,39,10,1
7,16,112,2.286,.286,.955,1.68,32,107,19,1
7,11,77,1.571,.247,.610,1.36,19,47,14,1
7,27,189,3.857,.286,1.00,1.32,54,189,41,1
7,7,49,1.000,.265,.796,1.44,13,39,9,1
7,21,147,3.000,.333,.789,1.40,49,116,35,1
7,33,231,4.714,.368,.896,1.57,85,207,54,1
7,17,119,2.429,.336,.908,1.48,40,108,27,1
7,12,84,1.714,.357,.810,1.67,30,68,18,1
7,19,133,2.714,.406,.940,1.74,54,125,31,1
7,30,210,4.286,.329,1.00,1.38,69,210,50,1
7,8,56,1.143,.268,.768,1.07,15,43,14,1
7,11,77,1.571,.312,.844,1.33,24,65,18,1
9,24,216,2.667,.218,.588,1.38,47,127,34,1
7,24,168,3.429,.244,.774,1.46,41,130,28,1
7,20,140,2.857,.257,.750,1.33,36,105,27,1
9,30,270,3.333,.248,.937,1.46,67,253,46,1
5,19,95,3.800,.389,.895,1.32,37,85,28,1
5,11,55,2.200,.364,1.00,1.33,20,55,15,1
7,16,112,2.286,.241,.634,1.93,27,71,14,1
5,7,35,1.400,.400,1.00,1.17,14,35,12,1
7,22,154,3.143,.247,.714,1.23,38,110,31,1
9,17,153,1.889,.235,.647,1.44,36,99,25,1
10,33,330,3.300,.182,.564,1.40,60,186,43,1
7,14,98,2.000,.306,.959,1.30,30,94,23,1
7,18,126,2.571,.278,.976,1.35,35,123,26,1
7,5,35,.714,.257,1.00,1.13,9,35,8,1
7,41,287,5.857,.328,.774,1.42,94,222,66,1
9,20,180,2.222,.294,.578,1.51,53,104,35,1
7,6,42,.857,.381,1.00,2.29,16,42,7,1
7,4,28,.571,.250,.857,1.75,7,24,4,1
7,14,98,2.000,.408,.980,1.74,40,96,23,1
8,15,120,1.875,.267,.908,1.23,32,109,26,1
7,21,147,3.000,.320,.714,1.68,47,105,28,1
9,72,648,8.000,.241,.548,1.61,156,355,97,1
7,21,147,3.000,.279,.748,1.52,41,110,27,1
7,38,266,5.429,.338,.729,1.55,90,194,58,1
7,11,77,1.571,.364,.935,1.40,28,72,20,1
7,32,224,4.571,.308,.777,1.25,69,174,55,1
7,36,252,5.143,.302,.873,1.36,76,220,56,1
10,63,630,6.300,.184,.617,1.40,116,389,83,1
7,43,301,6.143,.292,.850,1.33,88,256,66,1
7,24,168,3.429,.280,.607,1.38,47,102,34,1
9,19,171,2.111,.292,.684,1.52,50,117,33,1
7,30,210,4.286,.338,.762,1.54,71,160,46,1
7,7,49,1.000,.306,.898,1.36,15,44,11,1
6,11,66,1.833,.348,1.00,1.53,23,66,15,1
9,28,252,3.111,.250,.770,1.47,63,194,43,1
7,20,140,2.857,.229,.864,1.19,32,121,27,1
7,14,98,2.000,.265,.827,1.18,26,81,22,1
6,11,66,1.833,.364,.833,1.60,24,55,15,1
6,19,114,3.167,.307,.904,1.59,35,103,22,1
7,32,224,4.571,.272,.862,1.53,61,193,40,1
6,10,60,1.667,.317,.850,1.19,19,51,16,1
6,14,84,2.333,.274,1.00,1.28,23,84,18,1
9,24,216,2.667,.213,.468,1.28,46,101,36,1
6,24,144,4.000,.292,.778,1.35,42,112,31,1
6,11,66,1.833,.303,.970,1.33,20,64,15,1
5,8,40,1.600,.350,.975,1.00,14,39,14,1
7,20,140,2.857,.329,1.00,1.48,46,140,31,1
7,4,28,.571,.393,.679,3.67,11,19,3,1
7,51,357,7.286,.325,.871,1.66,116,311,70,1
7,11,77,1.571,.416,.961,1.60,32,74,20,1
8,44,352,5.500,.284,.673,1.43,100,237,70,1
6,24,144,4.000,.264,.764,1.46,38,110,26,1
7,38,266,5.429,.286,.748,1.69,76,199,45,1
7,4,28,.571,.250,.893,1.75,7,25,4,1
7,25,175,3.571,.189,.806,1.22,33,141,27,1
7,22,154,3.143,.325,.805,1.32,50,124,38,1
7,21,147,3.000,.388,.912,1.84,57,134,31,1
8,27,216,3.375,.282,.870,1.36,61,188,45,1
7,13,91,1.857,.330,.835,1.58,30,76,19,1
7,8,56,1.143,.393,1.00,1.69,22,56,13,1
7,33,231,4.714,.351,.987,1.53,81,228,53,1
9,9,81,1.000,.272,.753,1.38,22,61,16,1
9,11,99,1.222,.253,.778,1.92,25,77,13,1
7,40,280,5.714,.311,.939,1.43,87,263,61,1
7,11,77,1.571,.299,1.00,1.77,23,77,13,1
10,31,310,3.100,.197,.652,1.30,61,202,47,1
10,38,380,3.800,.187,.463,1.37,71,176,52,1
9,43,387,4.778,.274,.605,1.68,106,234,63,1
7,7,49,1.000,.286,1.00,1.27,14,49,11,1
7,21,147,3.000,.306,.741,1.67,45,109,27,1
7,11,77,1.571,.377,.974,1.61,29,75,18,1
6,14,84,2.333,.286,1.00,1.20,24,84,20,1
6,13,78,2.167,.333,.910,1.37,26,71,19,1
6,10,60,1.667,.400,.967,1.50,24,58,16,1
5,6,30,1.200,.433,.967,1.63,13,29,8,1
5,12,60,2.400,.483,1.00,1.38,29,60,21,1
10,49,490,4.900,.165,.649,1.35,81,318,60,1
6,13,78,2.167,.333,.846,1.37,26,66,19,1
6,11,66,1.833,.394,.955,1.53,26,63,17,1
6,13,78,2.167,.308,1.00,1.41,24,78,17,1
8,16,128,2.000,.211,.672,1.42,27,86,19,1
6,11,66,1.833,.333,.788,1.47,22,52,15,1
6,30,180,5.000,.311,.800,1.22,56,144,46,1
4,20,80,5.000,.388,.925,1.41,31,74,22,1
4,22,88,5.500,.432,.977,1.46,38,86,26,1
5,21,105,4.200,.333,.790,1.46,35,83,24,1
9,29,261,3.222,.230,.613,1.30,60,160,46,1
7,34,238,4.857,.286,.756,1.36,68,180,50,1
7,6,42,.857,.452,.976,1.73,19,41,11,1
7,41,287,5.857,.341,.721,1.58,98,207,62,1
7,46,322,6.571,.354,.994,1.46,114,320,78,1
8,8,64,1.000,.219,.875,1.56,14,56,9,1
7,14,98,2.000,.347,1.00,2.00,34,98,17,1
5,20,100,4.000,.490,.990,1.58,49,99,31,1
9,20,180,2.222,.233,.500,1.62,42,90,26,1
8,7,56,.875,.268,.786,1.67,15,44,9,1
8,17,136,2.125,.199,.603,3.00,27,82,9,1
8,19,152,2.375,.178,.724,1.50,27,110,18,1
8,19,152,2.375,.184,.849,1.47,28,129,19,1
7,14,98,2.000,.327,.847,1.45,32,83,22,1
7,16,112,2.286,.259,1.00,2.07,29,112,14,1
7,14,98,2.000,.316,.847,1.48,31,83,21,1
7,11,77,1.571,.364,.896,1.47,28,69,19,1
7,33,231,4.714,.264,.844,1.20,61,195,51,1
7,36,252,5.143,.278,.937,1.25,70,236,56,1
10,251,2510,25.100,.179,.515,1.37,449,1293,327,1
7,6,42,.857,.333,.643,1.75,14,27,8,1
7,19,133,2.714,.203,.406,2.25,27,54,12,1
6,15,90,2.500,.267,.833,2.00,24,75,12,1
6,6,36,1.000,.417,1.00,1.88,15,36,8,1
7,17,119,2.429,.311,.908,1.54,37,108,24,1
7,20,140,2.857,.250,.657,1.46,35,92,24,1
7,24,168,3.429,.268,.708,1.61,45,119,28,1
7,19,133,2.714,.278,.662,1.37,37,88,27,1
6,7,42,1.167,.286,.857,1.50,12,36,8,1
7,11,77,1.571,.325,.831,1.47,25,64,17,1
7,42,294,6.000,.235,.571,1.33,69,168,52,1
5,14,70,2.800,.386,.857,1.69,27,60,16,1
7,22,154,3.143,.247,.883,1.19,38,136,32,1
8,4,32,.500,.250,.344,8.00,8,11,1,1
7,11,77,1.571,.312,1.00,1.33,24,77,18,1
7,34,238,4.857,.298,.937,1.31,71,223,54,1
7,6,42,.857,.333,1.00,1.40,14,42,10,1
9,45,405,5.000,.259,.805,1.40,105,326,75,1
7,16,112,2.286,.313,.973,1.75,35,109,20,1
7,11,77,1.571,.390,.766,1.76,30,59,17,1
7,74,518,10.571,.276,.683,1.57,143,354,91,1
7,31,217,4.429,.286,.673,1.55,62,146,40,1
7,11,77,1.571,.403,.961,1.55,31,74,20,1
8,47,376,5.875,.266,.604,1.56,100,227,64,1
7,56,392,8.000,.319,.829,1.45,125,325,86,1
7,24,168,3.429,.196,.762,1.38,33,128,24,1
8,40,320,5.000,.213,.659,1.24,68,211,55,1
6,27,162,4.500,.241,.988,1.11,39,160,35,1
6,44,264,7.333,.254,.689,1.68,67,182,40,1
9,26,234,2.889,.175,.517,1.37,41,121,30,1
7,20,140,2.857,.307,.850,1.48,43,119,29,1
6,19,114,3.167,.333,.930,1.27,38,106,30,1
6,25,150,4.167,.313,1.00,1.38,47,150,34,1
6,11,66,1.833,.333,.970,1.57,22,64,14,1
7,16,112,2.286,.259,.768,2.07,29,86,14,1
5,33,165,6.600,.376,.903,1.44,62,149,43,1
10,37,370,3.700,.154,.457,1.39,57,169,41,1
10,11,110,1.100,.200,.545,2.20,22,60,10,1
9,17,153,1.889,.229,.582,1.67,35,89,21,1
9,5,45,.556,.244,.622,1.83,11,28,6,1
7,26,182,3.714,.192,.626,1.52,35,114,23,1
7,21,147,3.000,.259,.837,1.46,38,123,26,1
7,11,77,1.571,.416,.818,2.00,32,63,16,1
7,86,602,12.286,.294,.701,1.69,177,422,105,1
7,33,231,4.714,.346,.879,1.36,80,203,59,1
7,9,63,1.286,.349,.746,1.69,22,47,13,1
9,11,99,1.222,.222,.737,1.29,22,73,17,1
9,22,198,2.444,.212,.763,1.62,42,151,26,1
7,47,329,6.714,.286,.717,1.40,94,236,67,1
7,11,77,1.571,.299,.649,1.77,23,50,13,1
7,19,133,2.714,.331,.729,1.69,44,97,26,1
7,25,175,3.571,.303,.709,1.51,53,124,35,1
7,207,1449,29.571,.249,.771,1.29,361,1117,279,1
7,51,357,7.286,.283,.910,1.35,101,325,75,1
6,26,156,4.333,.288,.679,1.41,45,106,32,1
9,28,252,3.111,.258,.607,1.51,65,153,43,1
6,13,78,2.167,.359,.782,1.33,28,61,21,1
6,11,66,1.833,.318,.712,1.31,21,47,16,1
8,30,240,3.750,.242,.667,1.35,58,160,43,1
6,12,72,2.000,.361,.903,1.44,26,65,18,1
4,11,44,2.750,.432,1.00,1.36,19,44,14,1
7,20,140,2.857,.357,.700,1.85,50,98,27,1
7,43,301,6.143,.319,.801,1.41,96,241,68,1
7,19,133,2.714,.338,.827,1.67,45,110,27,1
7,41,287,5.857,.307,.808,1.52,88,232,58,1
7,11,77,1.571,.416,.974,1.52,32,75,21,1
7,15,105,2.143,.343,1.00,1.64,36,105,22,1
9,65,585,7.222,.265,.730,1.67,155,427,93,1
7,11,77,1.571,.377,.961,1.45,29,74,20,1
9,44,396,4.889,.240,.775,1.42,95,307,67,1
7,7,49,1.000,.306,.959,1.67,15,47,9,1
7,23,161,3.286,.273,.839,1.47,44,135,30,1
7,7,49,1.000,.327,1.00,2.00,16,49,8,1
6,11,66,1.833,.379,.818,1.67,25,54,15,1
4,6,24,1.500,.542,1.00,1.63,13,24,8,1
4,4,16,1.000,.563,.938,4.50,9,15,2,1
5,17,85,3.400,.388,.859,1.83,33,73,18,1
5,40,200,8.000,.440,.935,1.40,88,187,63,1
6,38,228,6.333,.377,.833,1.51,86,190,57,1
7,19,133,2.714,.398,1.00,1.71,53,133,31,1
7,18,126,2.571,.238,.714,1.15,30,90,26,1
7,23,161,3.286,.280,.783,1.29,45,126,35,1
7,7,49,1.000,.347,1.00,1.42,17,49,12,1
9,41,369,4.556,.263,.743,1.41,97,274,69,1
9,24,216,2.667,.287,.912,1.72,62,197,36,1
9,39,351,4.333,.259,.695,1.49,91,244,61,1
9,52,468,5.778,.306,.718,1.66,143,336,86,1
9,26,234,2.889,.291,.795,1.74,68,186,39,1
7,45,315,6.429,.254,.708,1.29,80,223,62,1
5,8,40,1.600,.550,.950,1.83,22,38,12,1
5,12,60,2.400,.550,.983,2.20,33,59,15,1
5,9,45,1.800,.333,1.00,1.88,15,45,8,1
8,48,384,6.000,.221,.557,1.37,85,214,62,1
5,43,215,8.600,.456,1.00,1.42,98,215,69,1
6,40,240,6.667,.296,.729,1.37,71,175,52,1
7,17,119,2.429,.336,.874,1.74,40,104,23,1
9,34,306,3.778,.209,.493,1.42,64,151,45,1
7,59,413,8.429,.228,.659,1.24,94,272,76,1
9,91,819,10.111,.206,.731,1.37,169,599,123,1
9,103,927,11.444,.243,.663,1.42,225,615,159,1
5,13,65,2.600,.431,.923,1.87,28,60,15,1
6,13,78,2.167,.308,.974,1.41,24,76,17,1
5,32,160,6.400,.406,1.00,1.41,65,160,46,1
5,28,140,5.600,.321,.950,1.45,45,133,31,1
5,6,30,1.200,.433,1.00,1.63,13,30,8,1
5,3,15,.600,.533,1.00,2.67,8,15,3,1
7,23,161,3.286,.329,.938,1.39,53,151,38,1
7,5,35,.714,.429,.886,2.50,15,31,6,1
6,13,78,2.167,.359,.885,1.65,28,69,17,1
6,12,72,2.000,.375,.944,1.50,27,68,18,1
9,18,162,2.000,.259,.710,1.56,42,115,27,1
7,10,70,1.429,.300,.771,1.50,21,54,14,1
7,11,77,1.571,.364,.948,1.47,28,73,19,1
9,30,270,3.333,.285,.600,1.51,77,162,51,1
7,33,231,4.714,.364,.753,1.68,84,174,50,1
7,44,308,6.286,.169,.455,1.58,52,140,33,1
9,157,1413,17.444,.222,.540,1.58,313,763,198,1
7,11,77,1.571,.364,.909,1.75,28,70,16,1
6,19,114,3.167,.289,.789,1.38,33,90,24,1
6,18,108,3.000,.315,1.00,1.62,34,108,21,1
6,16,96,2.667,.354,1.00,1.48,34,96,23,1
5,7,35,1.400,.400,.943,1.75,14,33,8,1
5,4,20,.800,.450,.800,3.00,9,16,3,1
7,26,182,3.714,.374,.846,1.66,68,154,41,1
7,35,245,5.000,.269,.939,1.32,66,230,50,1
7,37,259,5.286,.282,.772,1.35,73,200,54,1
9,48,432,5.333,.257,.738,1.41,111,319,79,1
9,86,774,9.556,.211,.517,1.29,163,400,126,1
5,4,20,.800,.600,1.00,2.40,12,20,5,1
5,27,135,5.400,.304,.889,1.41,41,120,29,1
7,15,105,2.143,.371,.829,1.77,39,87,22,1
7,26,182,3.714,.346,.725,1.50,63,132,42,1
7,20,140,2.857,.250,.593,1.35,35,83,26,1
7,17,119,2.429,.361,.782,1.65,43,93,26,1
9,82,738,9.111,.245,.562,1.48,181,415,122,1
7,65,455,9.286,.284,.846,1.57,129,385,82,1
9,92,828,10.222,.240,.641,1.54,199,531,129,1
9,48,432,5.333,.227,.657,1.42,98,284,69,1
7,52,364,7.429,.266,.959,1.21,97,349,80,1
5,43,215,8.600,.372,.888,1.45,80,191,55,1
5,4,20,.800,.500,.700,10.00,10,14,1,1
9,20,180,2.222,.261,.617,1.68,47,111,28,1
6,14,84,2.333,.298,.619,1.79,25,52,14,1
7,11,77,1.571,.299,1.00,1.21,23,77,19,1
7,13,91,1.857,.374,.901,1.70,34,82,20,1
7,30,210,4.286,.324,.948,1.55,68,199,44,1
7,31,217,4.429,.281,.682,1.56,61,148,39,1
10,262,2620,26.200,.185,.655,1.31,484,1715,369,1
7,36,252,5.143,.262,.671,1.27,66,169,52,1
7,18,126,2.571,.357,1.00,1.55,45,126,29,1
7,11,77,1.571,.377,1.00,1.53,29,77,19,1
7,25,175,3.571,.371,1.00,1.63,65,175,40,1
7,33,231,4.714,.351,.957,1.45,81,221,56,1
9,17,153,1.889,.307,.987,1.38,47,151,34,1
8,6,48,.750,.375,1.00,1.64,18,48,11,1
7,13,91,1.857,.308,.824,1.33,28,75,21,1
7,18,126,2.571,.254,.841,1.39,32,106,23,1
7,38,266,5.429,.252,.628,1.40,67,167,48,1
9,262,2358,29.111,.209,.703,1.38,492,1657,356,1
6,19,114,3.167,.316,.886,1.80,36,101,20,1
5,32,160,6.400,.413,.994,1.35,66,159,49,1
5,23,115,4.600,.322,1.00,1.32,37,115,28,1
5,5,25,1.000,.280,.720,1.75,7,18,4,1
8,41,328,5.125,.210,.662,1.44,69,217,48,1
7,10,70,1.429,.329,.814,1.28,23,57,18,1
7,54,378,7.714,.286,.878,1.40,108,332,77,1
9,16,144,1.778,.174,.819,1.32,25,118,19,1
6,8,48,1.333,.313,.875,1.07,15,42,14,1
7,11,77,1.571,.299,.987,1.35,23,76,17,1
7,18,126,2.571,.302,.984,1.36,38,124,28,1
9,53,477,5.889,.252,.677,1.54,120,323,78,1
7,53,371,7.571,.299,.927,1.29,111,344,86,1
9,107,963,11.889,.217,.842,1.34,209,811,156,1
8,17,136,2.125,.228,.882,1.24,31,120,25,1
8,32,256,4.000,.207,.797,1.23,53,204,43,1
6,33,198,5.500,.303,.874,1.46,60,173,41,1
9,16,144,1.778,.208,.715,1.50,30,103,20,1
9,11,99,1.222,.283,.939,1.56,28,93,18,1
9,25,225,2.778,.249,.911,1.51,56,205,37,1
9,14,126,1.556,.238,.897,1.36,30,113,22,1
7,14,98,2.000,.337,.898,1.94,33,88,17,1
7,10,70,1.429,.314,1.00,1.29,22,70,17,1
9,50,450,5.556,.220,.691,1.32,99,311,75,1
9,16,144,1.778,.215,.764,1.55,31,110,20,1
7,23,161,3.286,.280,.826,1.45,45,133,31,1
9,16,144,1.778,.278,.917,1.48,40,132,27,1
9,18,162,2.000,.241,.981,1.44,39,159,27,1
6,31,186,5.167,.263,.812,1.40,49,151,35,1
6,68,408,11.333,.257,.672,1.15,105,274,91,1
7,23,161,3.286,.323,.839,1.68,52,135,31,1
8,41,328,5.125,.293,.872,1.43,96,286,67,1
7,47,329,6.714,.258,.763,1.29,85,251,66,1
6,20,120,3.333,.333,.942,1.21,40,113,33,1
9,13,117,1.444,.308,.880,1.71,36,103,21,1
9,55,495,6.111,.255,.697,1.38,126,345,91,1
6,37,222,6.167,.306,.811,1.42,68,180,48,1
7,9,63,1.286,.302,.841,1.73,19,53,11,1
7,16,112,2.286,.250,1.00,1.56,28,112,18,1
7,17,119,2.429,.269,.899,1.52,32,107,21,1
7,11,77,1.571,.338,.883,1.63,26,68,16,1
7,25,175,3.571,.331,.891,1.41,58,156,41,1
7,7,49,1.000,.388,.939,1.90,19,46,10,1
7,14,98,2.000,.367,.786,1.57,36,77,23,1
7,35,245,5.000,.347,.771,1.52,85,189,56,1
6,23,138,3.833,.283,.891,1.11,39,123,35,1
6,58,348,9.667,.276,.744,1.17,96,259,82,1
5,11,55,2.200,.436,.891,1.71,24,49,14,1
7,47,329,6.714,.322,.833,1.74,106,274,61,1
5,7,35,1.400,.457,1.00,1.45,16,35,11,1
7,40,280,5.714,.339,.936,1.44,95,262,66,1
8,8,64,1.000,.234,.953,2.50,15,61,6,1
7,11,77,1.571,.234,.675,1.29,18,52,14,1
7,13,91,1.857,.286,.868,1.37,26,79,19,1
9,41,369,4.556,.201,.653,1.30,74,241,57,1
7,18,126,2.571,.214,.929,1.13,27,117,24,1
7,10,70,1.429,.286,.700,1.25,20,49,16,1
7,41,287,5.857,.321,.725,1.48,92,208,62,1
7,45,315,6.429,.238,.670,1.15,75,211,65,1
9,201,1809,22.333,.152,.456,1.27,275,825,216,1
9,202,1818,22.444,.087,.254,1.30,158,462,122,1
5,9,45,1.800,.444,.956,1.43,20,43,14,1
7,10,70,1.429,.343,.786,1.33,24,55,18,1
9,19,171,2.111,.275,.643,1.52,47,110,31,1
8,19,152,2.375,.309,.980,1.52,47,149,31,1
9,42,378,4.667,.198,.563,1.15,75,213,65,1
6,17,102,2.833,.294,.863,1.15,30,88,26,1
6,7,42,1.167,.262,.929,1.38,11,39,8,1
6,29,174,4.833,.305,.966,1.26,53,168,42,1
9,184,1656,20.444,.206,.659,1.36,341,1091,251,1
9,35,315,3.889,.260,.924,1.37,82,291,60,1
6,5,30,.833,.367,.867,2.75,11,26,4,1
6,5,30,.833,.333,.833,1.67,10,25,6,1
5,32,160,6.400,.419,.981,1.31,67,157,51,1
5,11,55,2.200,.400,.927,1.57,22,51,14,1
5,33,165,6.600,.315,.909,1.27,52,150,41,1
9,42,378,4.667,.235,.603,1.37,89,228,65,1
9,7,63,.778,.286,.778,2.00,18,49,9,1
9,39,351,4.333,.256,.698,1.64,90,245,55,1
7,8,56,1.143,.321,.786,1.38,18,44,13,1
7,4,28,.571,.321,.679,9.00,9,19,1,1
7,31,217,4.429,.313,.710,1.51,68,154,45,1
8,54,432,6.750,.183,.734,1.34,79,317,59,1
7,18,126,2.571,.270,.881,1.36,34,111,25,1
7,11,77,1.571,.221,.922,1.21,17,71,14,1
7,54,378,7.714,.304,.876,1.26,115,331,91,1
7,13,91,1.857,.407,.978,1.76,37,89,21,1
7,23,161,3.286,.447,1.00,1.95,72,161,37,1
7,31,217,4.429,.304,.843,1.32,66,183,50,1
7,23,161,3.286,.298,.876,1.45,48,141,33,1
6,10,60,1.667,.267,.550,1.78,16,33,9,1
6,20,120,3.333,.258,.975,1.29,31,117,24,1
5,3,15,.600,.600,.933,3.00,9,14,3,1
5,10,50,2.000,.360,1.00,1.29,18,50,14,1
7,21,147,3.000,.286,.857,1.35,42,126,31,1
7,29,203,4.143,.281,.783,1.33,57,159,43,1
7,13,91,1.857,.275,.824,1.32,25,75,19,1
9,53,477,5.889,.218,.591,1.24,104,282,84,1
9,44,396,4.889,.258,.604,1.38,102,239,74,1
8,10,80,1.250,.288,.813,1.64,23,65,14,1
7,19,133,2.714,.263,.662,1.35,35,88,26,1
6,20,120,3.333,.367,.967,1.38,44,116,32,1
7,7,49,1.000,.306,.592,2.14,15,29,7,1
9,29,261,3.222,.188,.502,1.48,49,131,33,1
5,4,20,.800,.450,.750,2.25,9,15,4,1
6,44,264,7.333,.265,.811,1.23,70,214,57,1
5,6,30,1.200,.433,.900,1.63,13,27,8,1
5,43,215,8.600,.330,.819,1.16,71,176,61,1
8,398,3184,49.750,.279,.664,1.70,887,2113,521,1
6,10,60,1.667,.450,.850,1.93,27,51,14,1
1,65,65,65.000,.646,1.00,3.00,42,65,14,2
10,39,390,3.900,.285,.546,1.91,111,213,58,1
8,15,120,1.875,.467,.783,2.24,56,94,25,1
8,20,160,2.500,.375,.725,1.88,60,116,32,1
8,19,152,2.375,.382,.724,1.93,58,110,30,1
8,46,368,5.750,.340,.611,1.79,125,225,70,1
8,9,72,1.125,.361,.792,1.53,26,57,17,1
8,48,384,6.000,.341,.737,1.96,131,283,67,1
7,12,84,1.714,.417,.738,1.84,35,62,19,1
6,7,42,1.167,.524,1.00,2.00,22,42,11,1
7,8,56,1.143,.464,.768,2.17,26,43,12,1
8,9,72,1.125,.319,.639,2.09,23,46,11,1
7,9,63,1.286,.429,.683,2.45,27,43,11,1
9,6,54,.667,.407,.519,5.50,22,28,4,5
11,25,275,2.273,.276,.629,1.90,76,173,40,1
8,8,64,1.000,.516,1.00,2.54,33,64,13,1
8,10,80,1.250,.350,1.00,2.00,28,80,14,1
9,36,324,4.000,.349,.707,1.82,113,229,62,1
8,12,96,1.500,.406,.885,2.17,39,85,18,1
7,17,119,2.429,.429,.908,1.89,51,108,27,1
9,35,315,3.889,.362,.825,1.97,114,260,58,1
7,34,238,4.857,.462,.941,2.34,110,224,47,1
8,28,224,3.500,.393,.759,2.20,88,170,40,1
5,7,35,1.400,.543,1.00,2.11,19,35,9,1
10,12,120,1.200,.208,.583,1.67,25,70,15,5
24,18,432,.750,.139,.377,2.07,60,163,29,5
8,9,72,1.125,.375,.889,1.80,27,64,15,1
8,10,80,1.250,.475,.888,2.92,38,71,13,1
8,13,104,1.625,.442,.981,2.00,46,102,23,1
8,43,344,5.375,.398,.945,1.69,137,325,81,1
10,29,290,2.900,.307,.855,1.85,89,248,48,1
10,12,120,1.200,.333,.867,1.82,40,104,22,1
10,33,330,3.300,.321,.852,2.47,106,281,43,1
8,12,96,1.500,.427,1.00,1.64,41,96,25,1
8,18,144,2.250,.424,.889,2.03,61,128,30,1
10,25,250,2.500,.320,.648,2.00,80,162,40,1
8,6,48,.750,.458,.833,2.75,22,40,8,1
14,17,238,1.214,.113,.387,1.80,27,92,15,5
22,22,484,1.000,.107,.473,1.79,52,229,29,5
16,4,64,.250,.156,.531,5.00,10,34,2,5
12,271,3252,22.583,.248,.559,1.86,805,1818,433,1
8,1,8,.125,.875,1.00,7.00,7,8,1,4
16,21,336,1.313,.095,.515,1.60,32,173,20,5
8,9,72,1.125,.458,1.00,3.00,33,72,11,1
8,43,344,5.375,.398,.939,2.40,137,323,57,1
13,5,65,.385,.123,.538,8.00,8,35,1,5
8,26,208,3.250,.423,.851,2.44,88,177,36,1
