% This is the Tecator data set: The task is to predict the fat content of a 
% meat sample on the basis of its near infrared absorbance spectrum.
% 1. Statement of permission from Tecator (the original data source)
% 
% These data are recorded on a Tecator Infratec Food and Feed Analyzer 
% working in the wavelength range 850 - 1050 nm by the Near Infrared 
% Transmission (NIT) principle. Each sample contains finely chopped pure 
% meat with different moisture, fat and protein contents.
% 
% If results from these data are used in a publication we want you to 
% mention the instrument and company name (Tecator) in the publication. 
% In addition, please send a preprint of your article to 
% 
%     Karin Thente, Tecator AB, 
%     Box 70, S-263 21 Hoganas, Sweden
% 
% The data are available in the public domain with no responsability from 
% the original data source. The data can be redistributed as long as this 
% permission note is attached.
% For more information about the instrument - call Perstorp Analytical's 
% representative in your area.
% 
% 
% 2. Description of the data file
% 
% For each meat sample the data consists of a 100 channel spectrum of 
% absorbances and the contents of moisture (water), fat and protein. 
% The absorbance is -log10 of the transmittance 
% measured by the spectrometer. The three contents, measured in percent, 
% are determined by analytic chemistry.
% 
% There are 240 samples which are divided into 5 data sets for the purpose 
% of model validation and extrapolation studies. The data sets, further 
% described in reference 1, are:
% 
%     Data set  Use               Samples
%     C         Traning               129
%     M         Monitoring             43
%     T         Testing                43
%     E1        Extrapolation, Fat      8     
%     E2        Extrapolation, Protein 17     
% 
% The data for all 240 samples appear at the end of this file - 25 lines 
% per sample. The data sets appear in the order of the table above.
% The spectra are preprocessed using a principal component analysis on the 
% data set C, and the first 22 principal components (scaled to unit 
% variance) are included for each sample.
% Thus if you want to use the data for a standard (interpolation) test 
% of your algorithm, use sample 1-172 for training and sample 173-215
% for testing (and ignore the last 25 samples), and use the first 13 or so 
% principal components to predict the fat content. 
% 
% Each line contains the 100 absorbances followed by the 22 principal 
% components and finally the contents of moisture, fat and protein.
% 
% Preceeding the data lines, the following lines appear:
% 
% real_in=122
% real_out=3
% training_examples=172
% test_examples=43
% extrapolation_examples=25
% 
% 
% 3. More details on how to use the data
% 
% The data are made available as a benchmark for regression models. In order
% to compare models, it is practical to use the data set as follows:
% 
% C and M combined are used to tune (estimate, train) the model. (Some
% approaches set aside some training data to control overfitting. These data 
% should be a subset of C+M. In (1) the subset M was used for this purpose.)
% 
% T is used to test the model once it has been tuned. 
% If each model has an element of randomness (as is the case 
% for neural networks) the most reliable measure of performance of a single 
% model is obtained by selecting a handful of models on the basis of C+M and 
% quoting the average of the performances on T.
% In the presence of randomness it is bad practice to train a lot of models 
% on C+M and then select the best of these on the basis of T. 
% 
% C, M and T are drawn from the same pool of data, so T is used to test the 
% ability of the models to interpolate. The data sets E1 and E2 contain 
% more fat and protein respectively and are intended to be used to test the  
% ability of the models to extrapolate.  
% 
% 
% 4. Performance of neural network models
% 
% The performance is measured as Standard Error of Prediction (SEP) which
% is the root mean square of the difference between the true and the predicted 
% content.
% 
% For the prediction of fat on the data set T the following results were obtained
% 
%     Reference SEP   method (see the papers for details)
%     (1)       0.65  10-6-1 network, early stopping
%     (2)       0.52  10-3-1 network, Bayesian
%     (3)       0.36  13-X-1 network, Bayesian, Automatic Relevance Determination
% 
% A linear model with 10 inputs yields SEP=2.78.
% 
% 5. References
% 
% (1) C.Borggaard and H.H.Thodberg, 
%     "Optimal Minimal Neural Interpretation of Spectra", 
%     Analytical Chemistry 64 (1992), p 545-551.
% (2) H.H.Thodberg, "Ace of Bayes: Application of Neural Networks with Pruning"
%     Manuscript 1132, Danish Meat Research Institute (1993),
%     available by anonymous ftp in the file: 
%     pub/neuroprose/thodberg.ace-of-bayes.ps.Z on the Internet node 
%     archive.cis.ohio-state.edu (128.146.8.52).
% 
% (3) Revised and extended version of (2), in preparation, to be 
%     submitted to IEEE Trans. Neural Networks (1995)
%     available by anonymous ftp in the file: 
%     pub/neuroprose/thodberg.bayesARD.ps.Z on the Internet node 
%     archive.cis.ohio-state.edu (128.146.8.52).
% 
% Hans Henrik Thodberg                Email: thodberg@nn.dmri.dk
% Danish Meat Research Institute      Phone: (+45) 42 36 12 00
% Maglegaardsvej 2, Postboks 57       Fax:   (+45) 42 36 48 36
% DK-4000 Roskilde, Denmark
% 
% real_in=122
% real_out=3
% training_examples=172
% test_examples=43
% extrapolation_examples=25
% 
%
% Note: all 240 samples are included in the same order as mentioned above
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation tecator

@attribute absorbance_1 REAL
@attribute absorbance_2 REAL
@attribute absorbance_3 REAL
@attribute absorbance_4 REAL
@attribute absorbance_5 REAL
@attribute absorbance_6 REAL
@attribute absorbance_7 REAL
@attribute absorbance_8 REAL
@attribute absorbance_9 REAL
@attribute absorbance_10 REAL
@attribute absorbance_11 REAL
@attribute absorbance_12 REAL
@attribute absorbance_13 REAL
@attribute absorbance_14 REAL
@attribute absorbance_15 REAL
@attribute absorbance_16 REAL
@attribute absorbance_17 REAL
@attribute absorbance_18 REAL
@attribute absorbance_19 REAL
@attribute absorbance_20 REAL
@attribute absorbance_21 REAL
@attribute absorbance_22 REAL
@attribute absorbance_23 REAL
@attribute absorbance_24 REAL
@attribute absorbance_25 REAL
@attribute absorbance_26 REAL
@attribute absorbance_27 REAL
@attribute absorbance_28 REAL
@attribute absorbance_29 REAL
@attribute absorbance_30 REAL
@attribute absorbance_31 REAL
@attribute absorbance_32 REAL
@attribute absorbance_33 REAL
@attribute absorbance_34 REAL
@attribute absorbance_35 REAL
@attribute absorbance_36 REAL
@attribute absorbance_37 REAL
@attribute absorbance_38 REAL
@attribute absorbance_39 REAL
@attribute absorbance_40 REAL
@attribute absorbance_41 REAL
@attribute absorbance_42 REAL
@attribute absorbance_43 REAL
@attribute absorbance_44 REAL
@attribute absorbance_45 REAL
@attribute absorbance_46 REAL
@attribute absorbance_47 REAL
@attribute absorbance_48 REAL
@attribute absorbance_49 REAL
@attribute absorbance_50 REAL
@attribute absorbance_51 REAL
@attribute absorbance_52 REAL
@attribute absorbance_53 REAL
@attribute absorbance_54 REAL
@attribute absorbance_55 REAL
@attribute absorbance_56 REAL
@attribute absorbance_57 REAL
@attribute absorbance_58 REAL
@attribute absorbance_59 REAL
@attribute absorbance_60 REAL
@attribute absorbance_61 REAL
@attribute absorbance_62 REAL
@attribute absorbance_63 REAL
@attribute absorbance_64 REAL
@attribute absorbance_65 REAL
@attribute absorbance_66 REAL
@attribute absorbance_67 REAL
@attribute absorbance_68 REAL
@attribute absorbance_69 REAL
@attribute absorbance_70 REAL
@attribute absorbance_71 REAL
@attribute absorbance_72 REAL
@attribute absorbance_73 REAL
@attribute absorbance_74 REAL
@attribute absorbance_75 REAL
@attribute absorbance_76 REAL
@attribute absorbance_77 REAL
@attribute absorbance_78 REAL
@attribute absorbance_79 REAL
@attribute absorbance_80 REAL
@attribute absorbance_81 REAL
@attribute absorbance_82 REAL
@attribute absorbance_83 REAL
@attribute absorbance_84 REAL
@attribute absorbance_85 REAL
@attribute absorbance_86 REAL
@attribute absorbance_87 REAL
@attribute absorbance_88 REAL
@attribute absorbance_89 REAL
@attribute absorbance_90 REAL
@attribute absorbance_91 REAL
@attribute absorbance_92 REAL
@attribute absorbance_93 REAL
@attribute absorbance_94 REAL
@attribute absorbance_95 REAL
@attribute absorbance_96 REAL
@attribute absorbance_97 REAL
@attribute absorbance_98 REAL
@attribute absorbance_99 REAL
@attribute absorbance_100 REAL
@attribute principal_component_1 REAL
@attribute principal_component_2 REAL
@attribute principal_component_3 REAL
@attribute principal_component_4 REAL
@attribute principal_component_5 REAL
@attribute principal_component_6 REAL
@attribute principal_component_7 REAL
@attribute principal_component_8 REAL
@attribute principal_component_9 REAL
@attribute principal_component_10 REAL
@attribute principal_component_11 REAL
@attribute principal_component_12 REAL
@attribute principal_component_13 REAL
@attribute principal_component_14 REAL
@attribute principal_component_15 REAL
@attribute principal_component_16 REAL
@attribute principal_component_17 REAL
@attribute principal_component_18 REAL
@attribute principal_component_19 REAL
@attribute principal_component_20 REAL
@attribute principal_component_21 REAL
@attribute principal_component_22 REAL
@attribute moisture REAL
@attribute fat REAL
@attribute protein REAL

@data
2.90188,2.90403,2.90624,2.90848,2.91075,2.91307,2.91548,2.91807,2.92082,2.92381,2.92696,2.93029,2.93382,2.93757,2.94155,2.9458,2.95033,2.9552,2.96037,2.96577,2.9714,2.97715,2.98282,2.9883,2.99358,2.99863,3.00361,3.00856,3.01365,3.01893,3.02439,3.02994,3.0356,3.0416,3.04827,3.05612,3.0658,3.07719,3.09017,3.10446,3.11975,3.13574,3.1522,3.16912,3.18689,3.20619,3.22797,3.25371,3.28409,3.31992,3.36141,3.40785,3.45722,3.50614,3.55068,3.5876,3.61553,3.63533,3.64887,3.65817,3.66469,3.66928,3.67207,3.67307,3.67216,3.66922,3.6642,3.65718,3.64833,3.63775,3.6256,3.61199,3.59693,3.58064,3.56322,3.5448,3.52544,3.50543,3.48487,3.46386,3.44234,3.42027,3.39759,3.37425,3.35019,3.32553,3.30042,3.27509,3.24981,3.22475,3.19998,3.17552,3.15139,3.12767,3.10446,3.08183,3.05976,3.03824,3.01719,2.99663,0.0789037,0.293529,0.953147,0.911287,1.62499,-1.6147,1.37772,-0.963699,-0.433855,-0.371869,0.386467,0.30816,0.165034,0.121872,-0.0234645,-0.821684,-0.530004,0.970475,-0.402718,-0.0479545,0.358648,0.080412,70.3,8.5,21
2.30817,2.30655,2.30498,2.30344,2.30198,2.30067,2.29955,2.29861,2.29793,2.29748,2.29728,2.29731,2.29761,2.29821,2.29919,2.3005,2.30214,2.30416,2.30658,2.30939,2.31246,2.31561,2.3187,2.32168,2.32463,2.32763,2.33081,2.33434,2.33841,2.34303,2.34808,2.35334,2.35875,2.36458,2.37138,2.37963,2.38966,2.40148,2.41497,2.42973,2.44533,2.46133,2.47746,2.49385,2.51103,2.52976,2.55099,2.57573,2.60486,2.63926,2.67948,2.72483,2.77326,2.82118,2.86454,2.9003,2.92752,2.94712,2.96099,2.97079,2.97769,2.98247,2.98539,2.9864,2.98535,2.98216,2.9769,2.96968,2.96067,2.95006,2.93805,2.92484,2.91055,2.89523,2.87902,2.86206,2.84454,2.82669,2.80863,2.79036,2.77187,2.75312,2.7341,2.71471,2.69486,2.67462,2.65416,2.63377,2.61375,2.59426,2.57528,2.55677,2.53869,2.5211,2.50412,2.48775,2.47195,2.45662,2.4417,2.42723,-1.22883,-0.55259,-0.219769,0.549087,0.298238,1.68893,-0.689669,0.201997,1.49938,-0.856781,0.468653,-2.42116,0.124344,0.532607,1.3963,1.66367,0.94308,0.43603,1.0616,-1.25593,-1.34051,-1.25,65.7,11,16.3
2.40439,2.40103,2.3978,2.39473,2.39185,2.38919,2.38685,2.38486,2.38324,2.38199,2.3811,2.3806,2.38055,2.38104,2.3821,2.38371,2.38583,2.38847,2.39175,2.39558,2.39978,2.40402,2.40804,2.41179,2.41534,2.41883,2.42255,2.42687,2.43215,2.43851,2.44567,2.45309,2.46056,2.46837,2.47736,2.48826,2.50143,2.51684,2.53412,2.55253,2.57115,2.58906,2.60587,2.62187,2.63818,2.65641,2.67825,2.70522,2.73843,2.7788,2.8267,2.88101,2.93884,2.99554,3.04616,3.08755,3.11899,3.14215,3.1594,3.17266,3.18321,3.19173,3.19833,3.20289,3.20521,3.20525,3.20298,3.19853,3.19204,3.1837,3.17368,3.16205,3.14897,3.1345,3.11875,3.10189,3.08411,3.06564,3.04666,3.0272,3.00723,2.98673,2.96565,2.94381,2.92099,2.89719,2.87274,2.84812,2.82384,2.80012,2.77692,2.75416,2.73179,2.70992,2.68864,2.66795,2.64772,2.62778,2.60808,2.5888,-0.913836,-1.48286,0.0933392,0.812373,2.1346,-0.080507,1.92457,0.917888,1.59325,0.243688,1.78845,-2.38261,0.318648,0.916541,1.15528,0.879219,0.819401,1.26903,0.843719,-0.890084,-0.733192,-0.908149,64.6,13.5,16.7
3.86543,3.87217,3.87899,3.88595,3.89309,3.90047,3.90805,3.91575,3.92366,3.93195,3.94064,3.94957,3.9587,3.96805,3.97773,3.98786,3.99844,4.00936,4.02065,4.03238,4.04441,4.05661,4.06886,4.081,4.09296,4.10488,4.1168,4.12904,4.1417,4.15476,4.16811,4.18159,4.195,4.20827,4.22183,4.23607,4.25172,4.2685,4.28633,4.30451,4.32225,4.33905,4.35464,4.36909,4.38306,4.39755,4.41426,4.43485,4.46015,4.49106,4.52807,4.57026,4.61538,4.66003,4.70025,4.73279,4.75613,4.7707,4.77813,4.78081,4.78058,4.7779,4.77333,4.76669,4.75798,4.7472,4.73417,4.71906,4.70219,4.68367,4.66366,4.64241,4.61988,4.5961,4.57132,4.54599,4.52021,4.49376,4.46722,4.44044,4.41347,4.38621,4.35852,4.33036,4.30158,4.27217,4.24226,4.21219,4.1824,4.15317,4.12448,4.09623,4.06837,4.04096,4.01399,3.98755,3.96163,3.93614,3.91103,3.88612,2.18017,2.52548,2.82731,-1.14264,-0.0697313,0.445487,0.561571,1.38546,1.3677,0.209607,0.78138,0.899604,0.596381,-2.43258,-1.8844,-1.75806,-0.847326,1.01868,-2.63182,2.18583,1.21766,2.20023,63.6,17,19.7
3.66778,3.67131,3.67494,3.67866,3.68262,3.68689,3.6917,3.69716,3.7032,3.70984,3.71726,3.72547,3.73466,3.74486,3.75628,3.76891,3.78271,3.79762,3.81365,3.83059,3.84773,3.86417,3.8793,3.89313,3.90627,3.91957,3.93393,3.9503,3.96967,3.99224,4.0173,4.04334,4.0691,4.09479,4.12182,4.1517,4.18516,4.22198,4.26084,4.30027,4.33792,4.37153,4.40013,4.4247,4.44833,4.47492,4.50794,4.55026,4.60366,4.66969,4.74887,4.83984,4.93747,5.03277,5.11724,5.1854,5.23697,5.27241,5.29821,5.31631,5.32999,5.34049,5.34857,5.35279,5.35347,5.3503,5.34562,5.33675,5.3247,5.30865,5.29139,5.27323,5.25269,5.22966,5.20456,5.17801,5.15068,5.12181,5.09311,5.06304,5.03194,5.00015,4.96762,4.93454,4.89922,4.86201,4.82403,4.78551,4.74722,4.70967,4.67364,4.63864,4.60427,4.5701,4.53654,4.50319,4.4704,4.43776,4.40496,4.37236,2.65387,-4.21557,3.02185,-0.850853,-1.72252,1.79649,3.3087,4.0517,-1.69625,0.956774,2.59638,7.29559,-0.20072,-2.64669,-1.1091,-1.42519,-1.38519,-2.84201,-1.09476,2.56836,1.96408,2.60578,62.4,22.4,11.5
3.24932,3.25538,3.26152,3.26786,3.27439,3.28116,3.28824,3.29561,3.30333,3.31161,3.32026,3.32935,3.33894,3.34909,3.3599,3.37146,3.38372,3.3968,3.41069,3.42554,3.44114,3.45697,3.4726,3.48774,3.50217,3.51623,3.53044,3.54569,3.56269,3.58143,3.6016,3.62244,3.64321,3.66366,3.6842,3.70608,3.73041,3.75648,3.78363,3.81015,3.83429,3.85457,3.87018,3.88147,3.89025,3.89914,3.9116,3.93076,3.95824,3.99489,4.04115,4.09553,4.15548,4.21671,4.27389,4.32257,4.35974,4.3848,4.40194,4.41304,4.4212,4.42665,4.42975,4.43109,4.43003,4.42625,4.42019,4.41197,4.40183,4.39028,4.3772,4.36255,4.34649,4.32906,4.31105,4.29159,4.27118,4.25072,4.23038,4.20996,4.18913,4.16835,4.14694,4.12455,4.10072,4.07527,4.04871,4.02162,3.99473,3.96851,3.94297,3.91813,3.89359,3.86914,3.84505,3.82099,3.7966,3.77185,3.74664,3.72105,1.36509,-1.20273,0.464893,-1.02718,-1.56071,-1.36966,0.405399,0.719362,-1.76266,2.89269,-0.343332,-0.531485,0.798013,-0.883438,-1.48358,-0.945127,-1.23835,0.620303,-1.86205,1.16283,0.936182,1.31775,54.2,27.9,17.6
3.32289,3.32988,3.33671,3.34351,3.35041,3.35752,3.36478,3.37218,3.37992,3.38802,3.39639,3.405,3.41396,3.42346,3.4336,3.44424,3.4552,3.46674,3.47931,3.49255,3.50631,3.52039,3.53451,3.54839,3.56181,3.57481,3.58768,3.60141,3.61664,3.63352,3.65187,3.67102,3.69025,3.70922,3.72814,3.74779,3.76919,3.79253,3.81681,3.84067,3.86255,3.88085,3.89436,3.90296,3.90789,3.91149,3.91676,3.92679,3.94425,3.96963,4.00317,4.04437,4.09133,4.14051,4.1875,4.22847,4.26129,4.28582,4.30327,4.31539,4.32391,4.33007,4.33461,4.33767,4.33869,4.33761,4.33448,4.32962,4.32324,4.31528,4.30588,4.2954,4.28411,4.27209,4.25902,4.24516,4.23058,4.21576,4.20114,4.18673,4.1721,4.15727,4.14239,4.12713,4.11084,4.09316,4.0742,4.05465,4.03541,4.01694,3.99917,3.98182,3.96473,3.94794,3.93132,3.91463,3.89764,3.88028,3.86239,3.84393,1.38743,-0.388304,-0.986009,0.810797,-0.0377827,0.224339,-1.50374,1.44774,-1.02568,0.44526,0.246302,-1.50005,-1.42003,-1.13885,-1.22472,-1.33174,-0.956584,-0.383022,-0.370625,1.41778,1.05142,1.38639,52.5,31.5,16
2.63488,2.63596,2.63717,2.63858,2.64022,2.64213,2.64446,2.64736,2.65078,2.65477,2.6594,2.66459,2.67057,2.67746,2.68539,2.69441,2.70446,2.7157,2.72822,2.74188,2.75635,2.77086,2.78464,2.79728,2.8088,2.81971,2.83108,2.84427,2.86035,2.87983,2.90236,2.9267,2.9513,2.97515,2.99831,3.02171,3.04632,3.07241,3.09845,3.12235,3.14132,3.15266,3.15472,3.14771,3.13401,3.11771,3.10342,3.09487,3.09562,3.10625,3.12682,3.15628,3.19244,3.23178,3.27016,3.30384,3.33047,3.34971,3.36272,3.37119,3.3767,3.38006,3.38206,3.38268,3.38174,3.37916,3.37493,3.36916,3.36216,3.35415,3.34528,3.33571,3.32558,3.31499,3.30395,3.29235,3.2803,3.2681,3.25627,3.24502,3.23411,3.22337,3.21253,3.20117,3.18866,3.17442,3.15845,3.14138,3.12433,3.1082,3.09329,3.0794,3.06598,3.05257,3.03894,3.02488,3.00998,2.99377,2.97599,2.95689,-0.285539,0.246942,-2.49267,-1.61767,1.02256,-0.417297,-1.47946,2.48888,-0.851206,-1.19574,2.42086,0.399532,2.5311,-0.627449,0.567641,-0.0536124,0.428828,-0.790298,0.438623,-0.36494,-0.351362,-0.312319,41.2,46.5,11.1
3.23024,3.24007,3.24974,3.25922,3.26856,3.27784,3.28712,3.2964,3.30564,3.31485,3.32401,3.33323,3.34245,3.35166,3.36085,3.37004,3.37931,3.38867,3.39819,3.40774,3.41735,3.42699,3.43657,3.44603,3.4554,3.46472,3.4739,3.48295,3.49194,3.50086,3.5097,3.51847,3.52726,3.53619,3.54547,3.55547,3.56644,3.57841,3.59148,3.60549,3.62036,3.63596,3.65214,3.66887,3.68624,3.70458,3.72435,3.74645,3.77132,3.79946,3.83115,3.86597,3.90264,3.93902,3.97254,4.00096,4.02317,4.03942,4.05103,4.05938,4.06545,4.06994,4.073,4.07477,4.07506,4.07382,4.07108,4.06685,4.0612,4.05435,4.04653,4.03784,4.02828,4.0179,4.0068,3.99507,3.98293,3.97049,3.95784,3.94499,3.93191,3.91852,3.90482,3.89085,3.8766,3.8621,3.84742,3.83262,3.81789,3.80334,3.78898,3.77483,3.76084,3.74703,3.73346,3.72015,3.70723,3.69467,3.68233,3.67024,1.01517,0.498924,-1.04011,2.3874,-2.33073,0.491237,-0.17902,0.55183,0.0381879,0.227105,1.89955,1.56548,-0.350297,-0.837739,-0.893022,-0.533184,-0.92906,-0.160413,-1.29587,1.10392,0.748712,0.999287,71.1,6.1,21.5
2.19217,2.19194,2.19171,2.19145,2.19119,2.19103,2.19104,2.1912,2.19145,2.19189,2.19249,2.19321,2.1941,2.19519,2.19645,2.19783,2.1994,2.20129,2.20351,2.20599,2.20865,2.21141,2.21423,2.21712,2.22003,2.22288,2.22567,2.22831,2.23082,2.23325,2.23571,2.23826,2.24109,2.24451,2.24892,2.25478,2.26264,2.27259,2.28467,2.29884,2.31506,2.33321,2.35317,2.37487,2.39831,2.42368,2.45147,2.48271,2.51801,2.55812,2.60317,2.6524,2.70369,2.75371,2.79878,2.83598,2.86432,2.88472,2.89911,2.90935,2.91687,2.92257,2.92655,2.92871,2.92894,2.92716,2.92336,2.91766,2.91022,2.90114,2.89056,2.87859,2.86535,2.85098,2.8357,2.81951,2.80262,2.78518,2.76722,2.74885,2.73009,2.71089,2.69116,2.67094,2.65025,2.62919,2.60792,2.5866,2.56538,2.54438,2.52357,2.50304,2.4829,2.46319,2.44407,2.4256,2.40785,2.39088,2.37466,2.35912,-1.3886,-1.22546,-0.146971,0.841873,-0.893696,-0.0448836,0.846147,0.676047,-0.508749,1.61391,0.0987328,-0.884781,2.65059,1.1659,1.13573,1.26381,1.39144,-0.769564,0.894093,-1.4066,-1.13304,-1.41747,75.6,2,21.4
2.69596,2.69735,2.69875,2.70025,2.70182,2.70353,2.70536,2.7073,2.70951,2.71207,2.71481,2.71774,2.7208,2.72404,2.72752,2.73126,2.73533,2.73966,2.74422,2.749,2.75402,2.75924,2.76455,2.76985,2.77509,2.78024,2.78534,2.79039,2.79547,2.80055,2.80558,2.81063,2.81583,2.82137,2.82766,2.835,2.844,2.85462,2.86694,2.88087,2.89624,2.91287,2.93061,2.94937,2.96923,2.99042,3.01366,3.04,3.07032,3.1053,3.14538,3.19011,3.23766,3.28488,3.3278,3.36284,3.38831,3.40479,3.41427,3.41873,3.41989,3.41904,3.41637,3.41165,3.4048,3.39588,3.38488,3.3719,3.35707,3.34053,3.32245,3.30298,3.28228,3.26046,3.23769,3.21414,3.18989,3.16524,3.14018,3.11483,3.08914,3.06307,3.03664,3.00976,2.98246,2.95483,2.92702,2.89921,2.87158,2.84432,2.81748,2.79105,2.76506,2.73962,2.71482,2.69079,2.66755,2.64519,2.62356,2.60263,-0.456066,0.948015,1.87567,-1.29308,-0.621575,-0.513186,-0.0923407,0.28768,-0.0286497,-0.147929,-0.803578,0.202221,0.617062,0.233597,0.330128,0.424548,0.350901,-0.0983446,0.207146,-0.563942,-0.713631,-0.462131,73.9,4.7,21.1
2.49473,2.49564,2.49655,2.49751,2.49853,2.49967,2.50098,2.50236,2.50387,2.50561,2.50748,2.5095,2.51168,2.51399,2.5164,2.51898,2.52181,2.52489,2.52813,2.5316,2.53526,2.53902,2.54285,2.54672,2.55053,2.55429,2.55807,2.56179,2.56557,2.56933,2.57305,2.57677,2.5806,2.5847,2.58939,2.59488,2.60166,2.6097,2.61903,2.62958,2.64119,2.65371,2.66699,2.68101,2.69587,2.71189,2.72959,2.74998,2.77357,2.80095,2.83233,2.86716,2.90379,2.93963,2.97171,2.99765,3.01647,3.02871,3.03605,3.03993,3.04148,3.04146,3.03995,3.03697,3.03242,3.02626,3.01851,3.00922,2.99845,2.98639,2.97315,2.95882,2.94352,2.92733,2.91037,2.89273,2.87452,2.85596,2.8371,2.81797,2.79853,2.77874,2.75862,2.73813,2.71728,2.69612,2.67475,2.65337,2.63211,2.61107,2.59034,2.56992,2.54984,2.5301,2.5108,2.49207,2.47391,2.4564,2.4395,2.42313,-0.991955,1.3231,0.266347,-0.23715,0.000144626,-0.349386,0.780555,0.842668,0.474127,-0.0116643,-0.198907,0.611535,0.634613,0.574421,0.882529,1.05141,1.24871,-1.40581,0.542389,-1.0063,-1.21016,-0.984156,73.5,5.3,21.6
2.78651,2.78878,2.79103,2.7933,2.79563,2.79802,2.80049,2.80311,2.80582,2.80872,2.81181,2.81499,2.81834,2.82185,2.82551,2.82938,2.83346,2.83774,2.84226,2.84704,2.85199,2.857,2.86201,2.86694,2.87179,2.87655,2.88129,2.88592,2.89062,2.89536,2.90015,2.905,2.90995,2.91522,2.92114,2.92812,2.93662,2.94669,2.95829,2.97124,2.98536,3.00038,3.01613,3.03264,3.0501,3.06893,3.0899,3.11417,3.14247,3.17544,3.21331,3.25545,3.29998,3.34382,3.38349,3.41621,3.44083,3.45806,3.46969,3.47751,3.48281,3.48628,3.4881,3.48828,3.4867,3.48324,3.47787,3.47064,3.46173,3.45125,3.4393,3.42598,3.4114,3.39569,3.37892,3.36117,3.34265,3.3235,3.30391,3.28381,3.26323,3.24213,3.22049,3.19829,3.17551,3.15219,3.12848,3.10459,3.08076,3.05715,3.03382,3.01077,2.98801,2.96558,2.94358,2.92211,2.90129,2.88106,2.86135,2.84216,-0.220417,0.606232,0.6626,0.693259,1.05895,-1.47929,1.45691,0.100915,0.0791092,-0.198229,-0.500676,1.13051,0.211641,-0.0785388,0.217529,-0.0314304,0.26543,0.173645,0.0698544,-0.233568,-0.380871,-0.235427,73.1,6,19.6
2.77778,2.78078,2.7838,2.78679,2.78979,2.79282,2.7959,2.7991,2.80242,2.8059,2.80943,2.81309,2.81689,2.82079,2.8248,2.829,2.8334,2.83802,2.84284,2.8478,2.85292,2.85812,2.86332,2.86846,2.87349,2.87836,2.88313,2.88787,2.89253,2.8972,2.90191,2.90661,2.9114,2.91649,2.92213,2.92872,2.93678,2.94623,2.9571,2.96927,2.98252,2.99662,3.01143,3.02693,3.0433,3.06095,3.08052,3.10315,3.12938,3.15995,3.19504,3.23405,3.27523,3.31584,3.35267,3.38314,3.40616,3.42239,3.43344,3.4409,3.446,3.44941,3.45128,3.45163,3.45033,3.44732,3.44253,3.43605,3.42802,3.41851,3.40765,3.39552,3.38228,3.36799,3.35273,3.33661,3.31975,3.30238,3.28456,3.26637,3.24773,3.22865,3.20907,3.18897,3.16838,3.14733,3.12595,3.10443,3.08295,3.06165,3.04061,3.01981,2.99927,2.97911,2.95938,2.94017,2.92146,2.90324,2.88553,2.86827,-0.239453,0.735965,0.177141,1.00976,0.703086,-1.22179,1.12229,-0.0988019,0.0309561,-0.422334,0.280679,0.669254,-0.0410623,0.23178,0.209058,-0.110812,0.0881816,-0.148289,0.0273374,-0.27772,-0.122107,-0.241809,72.4,6.4,20.6
2.60265,2.60327,2.6039,2.60448,2.60511,2.60584,2.60667,2.60758,2.6087,2.61,2.61148,2.61312,2.61489,2.61681,2.61892,2.62123,2.62382,2.62673,2.62989,2.63329,2.63687,2.64051,2.64416,2.64775,2.65122,2.65471,2.65816,2.66169,2.66534,2.66914,2.67309,2.67716,2.68144,2.68615,2.69162,2.69826,2.7066,2.71673,2.72862,2.74206,2.75686,2.7728,2.78973,2.80764,2.82678,2.84752,2.87058,2.8972,2.92798,2.96365,3.00451,3.04996,3.0981,3.1458,3.18933,3.22559,3.25316,3.27262,3.2858,3.29461,3.30052,3.30456,3.30686,3.30745,3.30617,3.30291,3.29771,3.29065,3.28187,3.27156,3.25983,3.24676,3.2325,3.21729,3.20115,3.18416,3.16655,3.14842,3.1299,3.11107,3.09191,3.07238,3.05243,3.03203,3.0112,2.98998,2.96847,2.94688,2.92545,2.9043,2.88349,2.86303,2.84294,2.82324,2.804,2.78534,2.76731,2.74997,2.73318,2.71695,-0.600076,-0.0854711,0.272372,1.15301,0.730434,0.679098,0.204203,-0.974629,-0.900024,0.201857,0.105607,0.266035,-0.388151,0.535249,0.535372,0.448563,0.404083,-1.1098,0.384301,-0.621343,-0.579548,-0.619626,72.6,6.8,19.6
