% analcatdata    A collection of data sets used in the book "Analyzing Categorical Data,"
%                by Jeffrey S. Simonoff, Springer-Verlag, New York, 2003. The submission
%                consists of a zip file containing two versions of each of 84 data sets, 
%                plus this README file. Each data set is given in comma-delimited ASCII
%                (.csv) form, and Microsoft Excel (.xls) form.
% 
% NOTICE: These data sets may be used freely for scientific, educational and/or
%         noncommercial purposes, provided suitable acknowledgment is given (by citing
%         the above-named reference).
% 
% Further details concerning the book, including information on statistical software
% (including sample S-PLUS/R and SAS code), are available at the web site
% 
%             http://www.stern.nyu.edu/~jsimonof/AnalCatData
%
%
% Information about the dataset
% CLASSTYPE: nominal
% CLASSINDEX: last
%
%
% Note: Quotes, Single-Quotes and Backslashes were removed, Blanks replaced
%       with Underscores
%

@relation analcatdata-authorship

@attribute a INTEGER
@attribute all INTEGER
@attribute also INTEGER
@attribute an INTEGER
@attribute and INTEGER
@attribute any INTEGER
@attribute are INTEGER
@attribute as INTEGER
@attribute at INTEGER
@attribute be INTEGER
@attribute been INTEGER
@attribute but INTEGER
@attribute by INTEGER
@attribute can INTEGER
@attribute do INTEGER
@attribute down INTEGER
@attribute even INTEGER
@attribute every INTEGER
@attribute for INTEGER
@attribute from INTEGER
@attribute had INTEGER
@attribute has INTEGER
@attribute have INTEGER
@attribute her INTEGER
@attribute his INTEGER
@attribute if INTEGER
@attribute in INTEGER
@attribute into INTEGER
@attribute is INTEGER
@attribute it INTEGER
@attribute its INTEGER
@attribute may INTEGER
@attribute more INTEGER
@attribute must INTEGER
@attribute my INTEGER
@attribute no INTEGER
@attribute not INTEGER
@attribute now INTEGER
@attribute of INTEGER
@attribute on INTEGER
@attribute one INTEGER
@attribute only INTEGER
@attribute or INTEGER
@attribute our INTEGER
@attribute should INTEGER
@attribute so INTEGER
@attribute some INTEGER
@attribute such INTEGER
@attribute than INTEGER
@attribute that INTEGER
@attribute the INTEGER
@attribute their INTEGER
@attribute then INTEGER
@attribute there INTEGER
@attribute things INTEGER
@attribute this INTEGER
@attribute to INTEGER
@attribute up INTEGER
@attribute upon INTEGER
@attribute was INTEGER
@attribute were INTEGER
@attribute what INTEGER
@attribute when INTEGER
@attribute which INTEGER
@attribute who INTEGER
@attribute will INTEGER
@attribute with INTEGER
@attribute would INTEGER
@attribute your INTEGER
@attribute BookID INTEGER
@attribute Author {Austen,London,Milton,Shakespeare}

@data
18,4,0,7,84,0,0,18,14,2,1,15,11,0,1,9,1,2,17,2,12,1,3,0,28,1,35,2,0,13,2,0,8,0,0,6,10,3,34,10,7,2,2,0,1,4,1,1,2,12,103,7,5,5,0,3,44,10,4,47,7,2,5,2,7,0,17,3,0,3,London
23,5,2,2,89,0,0,8,11,1,1,14,10,0,1,7,0,1,10,8,15,0,1,0,43,0,29,4,0,19,1,0,3,0,0,5,9,1,43,10,4,0,11,0,3,7,3,2,3,13,132,7,3,7,3,7,34,5,2,40,16,0,7,7,3,1,21,5,0,3,London
36,8,2,6,69,2,1,13,10,5,4,14,4,2,1,6,0,4,10,8,16,0,2,12,25,2,18,4,5,21,0,0,4,1,0,4,6,3,53,17,13,0,3,1,4,2,0,1,2,16,116,7,3,6,1,2,26,5,2,26,17,3,7,6,4,0,17,3,2,3,London
30,8,1,2,83,1,0,9,5,4,3,13,11,0,7,1,2,1,9,6,13,0,1,14,11,1,29,2,3,18,4,0,5,0,0,7,22,0,39,15,6,5,5,0,5,9,2,2,3,22,124,16,1,3,2,6,47,4,6,34,22,3,5,5,3,0,16,3,0,3,London
22,10,0,1,82,1,1,11,10,2,4,9,6,0,1,11,0,2,7,11,26,0,1,9,22,0,26,11,0,30,2,0,4,1,1,6,13,2,46,20,4,3,8,0,0,8,0,0,1,18,120,9,1,7,6,7,42,11,4,33,13,3,10,6,2,0,13,2,0,3,London
37,4,0,3,77,2,0,19,11,9,1,9,7,1,0,5,2,1,17,10,19,1,1,5,52,2,21,6,0,17,2,0,3,2,2,8,8,0,47,4,2,0,14,0,0,5,2,3,3,18,89,2,3,1,1,7,46,6,4,36,9,1,4,7,5,0,19,12,0,3,London
39,3,0,5,84,0,0,20,7,3,2,12,10,0,2,9,0,2,9,10,11,0,0,0,32,0,25,9,3,16,2,0,0,0,0,3,8,0,46,20,2,2,3,0,1,1,0,1,1,11,140,1,3,0,0,5,28,7,6,39,10,1,9,6,1,0,20,2,0,3,London
50,2,0,3,68,0,0,13,6,1,5,7,4,3,3,6,1,2,13,5,17,1,1,0,32,1,29,6,3,27,1,0,2,2,0,3,10,5,51,5,11,2,2,0,0,5,1,1,1,18,112,7,2,2,1,3,40,8,2,34,10,5,1,4,3,1,20,1,0,3,London
30,5,0,5,96,3,0,27,10,3,3,6,8,2,3,3,0,2,18,6,12,0,0,0,14,3,33,11,0,21,2,1,5,0,0,7,5,2,45,18,3,1,8,0,0,2,0,1,1,11,144,3,1,6,1,6,37,6,6,17,10,1,4,5,4,0,13,10,0,3,London
42,6,0,3,83,2,0,16,14,0,1,13,9,0,0,7,2,4,14,11,7,0,2,0,36,1,35,9,0,19,4,0,5,0,0,5,5,1,45,13,2,2,5,0,0,5,1,1,5,18,111,2,3,3,1,5,31,1,5,38,8,1,6,6,2,0,10,4,0,3,London
46,1,0,3,66,0,0,15,16,1,3,6,5,0,0,5,1,2,12,9,14,0,1,0,28,1,36,6,2,26,8,0,8,0,0,3,10,0,58,17,5,2,6,0,0,3,2,4,3,16,138,8,3,4,2,5,32,1,10,26,10,1,5,13,1,0,21,4,0,3,London
30,7,3,0,75,2,0,7,10,4,1,16,5,0,2,4,0,0,13,7,19,0,3,4,29,3,21,5,2,13,1,0,1,2,1,6,12,4,61,16,18,2,4,14,0,8,6,1,0,20,113,14,4,8,1,1,27,5,0,33,20,2,8,5,4,1,11,10,1,4,London
39,17,4,0,118,1,0,6,3,5,3,8,0,0,3,1,0,3,18,5,22,0,2,0,14,1,33,1,1,24,0,0,9,1,3,9,7,0,57,7,8,3,3,1,2,8,1,1,7,23,122,12,5,12,6,5,40,5,2,45,16,2,9,4,14,1,15,8,0,4,London
31,13,4,0,139,2,0,5,4,15,0,12,7,0,2,0,0,4,23,4,11,0,6,0,14,2,20,3,1,22,0,0,14,0,2,8,11,1,34,6,3,6,4,1,7,18,1,2,4,27,102,3,3,12,1,3,53,3,0,36,21,5,13,1,10,1,16,5,0,4,London
22,25,2,3,116,0,8,9,4,18,1,9,5,0,2,1,0,0,4,5,10,0,3,0,11,3,24,1,5,14,1,0,11,0,2,18,17,3,61,6,3,3,0,5,2,5,2,0,3,33,147,12,8,11,0,1,43,5,1,36,21,1,6,3,21,22,13,6,0,4,London
52,4,1,7,90,4,0,20,13,8,4,16,6,1,4,6,0,0,13,5,12,0,2,1,38,0,31,7,2,17,1,0,5,0,0,3,9,0,42,14,7,4,4,1,0,6,1,1,4,15,87,8,0,6,2,2,45,3,0,55,5,0,7,5,5,0,11,5,0,4,London
39,7,1,6,73,0,0,12,14,6,6,12,5,0,0,5,1,0,10,9,27,0,3,13,41,2,27,3,0,23,1,1,0,0,2,4,8,3,42,9,2,3,4,0,1,4,0,1,0,27,97,2,2,4,1,7,53,4,1,54,5,5,9,3,4,0,14,3,1,4,London
42,4,0,8,78,0,1,11,21,6,7,11,6,0,0,11,2,1,8,14,20,0,4,15,27,5,27,1,0,14,1,0,6,2,0,1,8,0,50,22,10,3,3,0,0,3,1,0,2,15,146,2,1,1,0,3,47,5,1,39,11,3,3,2,3,0,18,8,0,4,London
37,4,0,5,79,1,0,4,4,1,4,14,6,0,0,6,0,1,9,5,17,0,2,11,14,1,31,5,3,18,6,0,4,1,0,8,3,1,61,25,5,0,1,0,0,3,1,0,0,20,167,8,1,7,0,7,33,5,2,41,14,2,3,3,5,1,9,2,1,4,London
27,10,0,4,75,1,0,5,8,5,11,12,13,0,0,4,0,2,8,6,28,0,1,30,1,1,31,7,1,10,1,0,2,1,0,8,12,4,81,10,3,1,4,0,0,4,1,1,4,19,150,6,2,4,0,3,41,1,4,42,14,1,3,3,0,2,14,1,0,4,London
35,22,1,6,58,4,2,7,8,9,5,16,14,1,2,3,2,3,12,5,9,0,9,16,4,1,34,3,4,20,3,1,1,3,0,5,15,0,66,12,3,2,3,8,0,5,2,0,0,30,116,8,3,14,0,7,31,7,2,56,19,5,0,2,4,3,14,9,4,4,London
23,15,1,2,81,1,1,6,3,2,8,13,11,0,2,4,1,2,11,13,14,2,7,4,7,1,34,1,2,18,0,0,2,0,0,5,9,0,79,8,7,0,2,0,0,5,2,2,1,21,175,9,3,4,0,4,26,0,4,42,20,1,2,2,11,1,9,4,0,4,London
34,4,2,6,76,2,0,11,19,7,4,13,4,2,0,0,1,0,17,9,14,0,4,8,41,0,43,4,7,24,0,0,3,3,0,6,11,2,49,8,8,3,3,0,2,3,1,3,4,21,119,2,1,1,1,4,37,2,3,40,2,0,5,3,4,0,7,3,0,4,London
43,7,1,9,44,0,0,9,5,3,12,11,13,1,1,1,0,2,14,8,23,0,1,7,37,1,44,0,7,16,1,0,4,0,0,2,13,2,69,17,6,2,2,0,2,2,2,0,2,30,146,5,3,3,1,4,33,6,3,54,8,2,2,2,3,0,10,0,0,4,London
41,10,1,4,47,3,0,8,21,2,7,16,12,0,0,2,2,0,6,10,22,1,0,2,25,2,36,6,3,34,0,0,2,0,0,8,11,1,63,21,7,2,3,0,0,3,0,0,0,33,158,3,2,5,0,7,25,9,2,66,8,2,3,3,1,1,9,0,0,4,London
29,8,3,8,56,1,4,8,10,8,5,15,8,3,3,2,4,2,13,4,16,4,4,4,7,2,24,2,3,28,1,3,2,1,10,13,10,2,56,9,7,5,4,0,0,7,2,0,1,26,123,2,1,8,0,6,36,3,1,56,9,5,6,3,1,1,7,6,2,4,London
33,16,0,0,62,1,7,14,6,6,7,9,5,4,7,10,1,2,18,5,11,1,7,1,9,5,26,4,16,30,2,2,2,0,4,14,10,4,45,13,3,1,5,1,2,4,0,0,2,22,110,1,2,5,4,7,25,4,0,28,9,6,0,2,1,1,8,2,12,4,London
35,8,2,3,61,1,2,13,6,4,8,19,11,0,4,5,2,2,18,7,25,0,1,1,3,2,30,2,2,20,3,0,7,1,8,5,16,2,51,12,4,2,3,6,0,4,0,2,2,21,140,2,2,10,1,6,36,7,1,38,24,6,4,2,3,0,13,3,0,4,London
27,15,1,5,83,2,2,6,12,5,11,11,11,0,1,6,0,0,16,5,44,0,4,1,13,1,23,4,0,25,0,0,3,0,7,6,7,0,43,9,8,3,3,7,0,0,0,0,1,25,129,5,3,15,0,6,37,6,2,36,15,2,7,1,1,2,13,0,1,4,London
30,6,1,5,62,2,1,17,8,7,9,12,11,0,0,3,1,0,18,9,30,0,8,3,8,1,32,0,5,23,4,0,2,2,12,7,7,3,51,19,4,1,2,1,2,7,1,0,2,16,141,2,5,9,0,4,38,4,2,35,8,2,7,4,1,1,16,7,0,4,London
33,8,1,17,73,0,1,5,9,2,5,12,4,0,1,6,1,0,12,10,17,0,1,5,28,1,19,1,2,18,3,0,2,2,2,3,7,0,63,18,9,2,6,0,0,8,0,1,2,23,151,6,1,4,0,1,27,4,1,48,10,2,2,3,0,0,6,2,0,4,London
29,7,0,11,92,1,1,7,12,6,10,5,8,0,2,6,0,2,15,8,25,0,2,12,34,0,15,3,2,11,3,0,5,0,0,8,3,0,42,15,5,0,5,0,1,2,0,0,3,16,123,4,2,5,0,3,57,5,0,26,9,1,7,1,4,2,18,1,3,4,London
33,1,0,78,5,0,4,0,3,7,4,10,3,0,0,2,0,1,20,11,1,1,2,8,8,0,7,0,1,0,0,0,5,1,2,23,1,0,6,15,8,4,0,2,4,3,1,1,2,0,113,2,7,7,0,0,5,2,0,40,0,5,7,1,2,1,3,7,6,4,London
48,11,0,68,11,1,0,3,4,15,3,16,5,3,1,4,0,1,19,6,1,0,2,3,9,0,5,0,1,1,0,0,1,1,6,22,3,0,10,16,1,1,0,0,0,3,1,1,0,0,124,2,2,2,0,0,5,4,3,32,1,9,8,1,0,2,0,5,6,4,London
46,6,0,16,75,1,12,8,15,11,9,9,7,0,0,2,0,1,15,7,7,1,8,35,2,3,27,3,7,13,0,1,5,2,4,16,2,0,58,8,6,0,6,0,1,7,3,1,4,37,107,5,3,7,0,10,38,2,1,27,10,2,3,3,3,1,25,3,1,4,London
37,16,0,39,37,4,0,8,4,7,9,10,7,0,4,3,0,0,9,16,17,0,0,49,2,1,15,0,1,12,1,0,3,1,3,13,4,2,50,18,12,4,2,0,1,2,4,0,2,16,112,2,2,6,0,2,16,4,3,50,3,7,5,5,1,0,13,3,0,4,London
30,8,0,32,52,1,3,6,6,6,3,11,11,0,1,2,1,3,15,6,21,0,4,17,20,1,21,0,1,14,1,1,2,2,1,11,10,1,38,17,5,1,6,1,2,8,0,1,1,12,117,11,2,7,2,4,29,7,1,39,7,1,9,0,4,0,9,2,1,4,London
36,17,0,70,25,0,1,3,2,11,2,19,2,0,1,3,1,1,18,2,4,0,1,10,1,0,6,0,0,11,4,0,1,1,0,25,3,1,18,18,3,3,3,0,0,8,1,1,1,8,108,1,6,9,0,0,8,9,1,61,2,2,9,1,1,0,4,13,0,4,London
50,4,1,22,61,1,0,3,9,3,3,10,6,2,0,5,1,1,8,7,10,0,3,40,1,5,17,1,2,27,3,0,2,0,3,5,4,2,59,22,1,5,2,0,0,5,0,1,1,11,142,3,3,4,1,3,35,9,1,21,7,5,0,2,0,0,27,0,0,5,London
36,14,0,26,38,2,4,6,10,4,0,15,8,2,10,3,0,0,7,3,4,2,2,18,10,6,18,1,8,6,1,0,4,0,7,6,5,3,54,19,7,2,2,0,0,2,3,2,1,22,79,4,4,3,2,3,29,4,0,14,10,7,4,1,1,0,16,2,5,5,London
46,8,0,12,60,3,1,16,11,6,3,9,7,5,3,3,0,1,13,5,11,0,2,25,16,4,21,2,5,21,0,0,4,0,2,3,6,3,53,15,5,5,1,0,0,10,0,2,4,24,89,7,4,6,3,5,32,3,0,32,8,1,7,1,2,0,19,4,3,5,London
33,11,0,30,41,2,5,5,12,6,3,10,1,3,2,0,0,0,4,1,7,0,3,21,16,5,22,2,6,26,1,0,1,1,17,4,5,2,34,12,7,3,4,3,3,4,2,3,1,13,61,0,1,8,3,4,33,3,1,33,12,10,5,1,2,0,13,1,9,5,London
42,8,1,15,80,1,1,11,5,1,2,7,7,2,0,4,1,1,9,19,3,0,0,13,14,3,28,3,0,7,1,0,2,0,2,5,1,1,45,18,1,4,0,0,0,2,3,0,1,8,139,12,2,5,0,3,35,6,1,36,12,1,1,0,7,1,22,0,3,5,London
37,7,1,25,34,1,2,11,12,6,4,7,7,2,1,9,0,2,17,6,11,0,3,5,20,4,18,5,3,23,2,1,1,0,2,8,1,6,39,9,7,2,0,0,0,7,2,2,1,11,142,1,4,4,0,7,32,10,2,33,4,5,2,2,4,2,14,1,1,5,London
27,14,1,11,62,0,2,9,10,1,2,5,11,0,6,6,2,0,9,5,18,0,4,13,23,5,30,5,2,23,0,0,5,0,2,4,8,0,47,23,7,3,1,0,0,1,0,0,0,15,121,1,4,6,0,6,40,6,2,33,12,6,2,3,9,1,13,1,2,5,London
30,7,1,5,57,0,1,11,10,2,9,15,2,1,3,3,3,0,11,8,32,2,5,37,22,5,21,2,4,32,3,0,4,0,2,6,15,5,38,14,4,4,1,2,1,7,8,3,3,21,69,2,3,12,0,5,38,9,1,45,7,8,8,0,0,0,16,6,1,5,London
40,9,0,6,77,0,0,8,9,2,7,4,5,0,0,1,2,0,11,16,28,1,2,51,1,1,28,4,3,30,2,0,1,0,0,0,7,0,76,11,0,2,0,0,0,5,0,1,0,11,132,7,3,3,1,15,28,3,0,31,8,2,1,2,11,4,15,3,1,5,London
29,12,0,27,46,2,4,13,16,5,4,11,2,2,3,3,0,1,9,8,16,1,4,31,13,9,17,2,3,19,0,0,3,0,1,5,17,1,35,9,2,3,4,0,0,1,1,0,3,34,79,1,1,4,1,5,46,3,0,34,4,6,4,1,2,2,21,4,0,5,London
35,10,1,23,37,3,1,11,10,8,3,7,2,2,6,1,1,1,14,4,9,1,3,26,17,8,18,0,2,23,0,0,3,2,3,6,8,3,37,19,6,2,3,0,0,7,2,0,0,18,62,0,6,5,1,8,51,3,3,12,6,6,1,1,4,1,14,1,10,5,London
48,24,0,30,51,1,4,13,11,4,1,18,3,2,5,1,0,1,10,4,6,1,1,26,16,1,22,1,10,30,0,0,3,1,13,2,8,4,33,10,4,4,5,0,0,4,5,2,4,23,64,3,6,1,3,5,26,5,1,26,1,8,6,0,2,0,11,0,3,5,London
48,9,0,24,53,1,1,10,7,4,1,6,2,2,4,7,0,1,22,6,7,2,5,45,10,6,35,1,3,14,0,0,2,1,2,4,4,2,40,16,1,1,1,0,1,4,1,0,4,18,102,2,0,1,0,2,41,2,3,16,2,4,2,4,1,2,21,0,13,5,London
48,11,0,37,50,2,3,18,6,2,4,10,3,4,4,2,3,1,9,6,7,0,2,14,13,3,16,2,4,14,0,0,1,0,13,3,5,3,47,13,3,2,8,1,0,4,8,2,1,29,80,7,1,1,3,0,36,5,0,21,2,3,7,1,1,1,26,1,1,5,London
46,7,0,69,11,2,2,6,10,2,0,14,2,4,4,6,0,1,22,1,1,2,5,6,27,1,20,5,5,43,1,0,1,0,12,5,5,4,28,17,3,1,8,2,0,3,6,1,2,26,75,4,5,5,1,6,55,7,0,11,1,7,2,2,0,0,12,0,1,5,London
39,6,0,42,34,1,0,3,10,6,2,9,2,2,4,3,0,2,10,5,6,1,4,6,9,8,29,1,8,27,1,0,1,0,15,6,4,3,35,11,1,1,2,2,1,4,2,3,0,21,104,5,3,2,6,1,32,6,1,14,0,5,4,0,2,0,17,1,9,5,London
46,16,0,10,61,5,0,10,12,4,5,12,4,2,3,4,2,1,12,3,15,0,7,13,18,5,27,3,5,28,0,0,1,2,11,2,3,4,27,9,4,1,5,1,0,9,3,0,2,21,50,3,7,5,1,2,46,6,0,55,4,5,6,3,0,0,13,2,3,5,London
20,7,1,17,68,2,4,9,3,3,4,11,3,2,1,4,2,1,12,12,14,0,6,29,20,6,17,3,2,22,2,0,2,1,6,5,8,7,34,15,0,0,2,0,0,11,2,0,1,15,83,1,4,3,0,2,50,4,0,20,3,7,14,2,2,1,12,4,8,5,London
50,8,1,20,59,2,2,6,13,8,6,7,10,6,3,1,1,2,17,7,14,0,1,22,8,1,24,5,6,18,1,0,3,0,4,5,5,4,43,27,9,0,5,1,0,5,1,0,3,14,94,5,4,6,1,2,27,5,1,22,9,4,6,3,4,1,13,1,5,5,London
38,8,0,15,60,6,1,8,2,9,1,7,5,0,4,3,0,3,17,6,4,0,3,14,9,10,22,6,1,28,1,0,2,1,9,4,4,4,20,14,3,3,2,3,0,4,2,0,1,29,69,1,3,4,2,3,44,12,0,29,7,7,6,0,2,3,13,1,2,5,London
37,14,0,15,46,3,2,13,10,11,2,10,9,5,5,0,1,1,18,8,10,0,12,36,14,4,33,4,9,39,0,0,1,1,5,2,9,1,41,12,2,2,0,0,0,6,3,2,2,18,69,1,3,0,1,1,50,2,0,28,7,8,8,3,1,0,13,2,7,5,London
41,10,0,27,45,0,3,4,13,8,3,8,5,3,0,4,0,0,18,4,9,1,0,11,23,2,29,3,5,19,0,0,2,0,8,4,7,6,33,13,7,8,2,0,0,9,2,1,1,11,86,6,2,5,1,5,35,10,0,27,6,7,11,1,4,0,17,0,7,5,London
34,13,1,20,55,2,1,16,12,8,1,7,4,7,2,5,0,1,4,9,6,0,2,27,19,4,35,3,7,31,1,0,3,1,4,1,1,6,32,8,5,6,8,0,0,3,5,0,3,13,102,2,7,4,0,3,27,7,1,14,1,9,13,1,2,1,14,2,9,5,London
36,10,1,9,65,1,4,8,1,7,2,13,6,2,7,1,0,0,17,4,18,0,5,33,8,2,30,2,8,24,0,0,4,0,4,4,8,2,44,16,7,2,3,1,1,8,3,0,4,24,81,1,1,1,1,5,48,1,1,35,1,6,3,5,1,4,22,1,9,5,London
33,11,0,7,62,0,10,10,7,6,6,16,2,2,2,1,1,1,15,4,12,0,5,23,8,2,31,0,8,19,1,1,5,3,18,4,12,0,46,16,6,3,7,1,1,5,2,2,2,16,86,9,4,3,3,1,28,5,2,30,10,4,7,4,7,3,17,3,6,5,London
34,19,0,7,74,0,18,8,3,17,2,8,2,2,6,2,0,0,10,0,4,3,14,12,5,3,20,0,23,26,1,3,9,21,11,6,17,0,47,11,6,7,4,1,0,12,0,2,6,24,80,6,5,6,1,3,27,1,2,11,5,3,10,4,3,7,21,4,16,5,London
31,6,0,4,74,3,1,15,6,4,8,8,7,0,2,1,3,1,25,7,25,0,3,41,12,5,26,3,1,20,1,0,4,2,1,2,8,2,66,9,4,3,4,0,2,6,1,3,2,16,90,2,2,0,2,1,23,3,1,21,8,4,5,5,0,0,26,1,2,5,London
39,15,0,25,48,3,1,3,5,7,2,10,4,10,6,1,0,0,19,4,7,2,2,15,11,7,25,4,4,22,0,0,2,0,8,5,8,2,33,11,3,2,4,3,1,5,4,1,1,10,94,3,4,2,1,3,38,8,0,20,5,7,5,2,1,5,20,4,5,5,London
48,6,1,8,71,1,1,17,7,4,2,11,7,7,8,1,1,5,17,3,8,0,5,23,15,3,27,2,6,39,0,0,6,0,5,1,7,4,42,12,3,5,1,0,0,3,1,3,4,10,85,0,4,7,6,6,31,2,0,20,1,5,6,2,0,1,21,1,3,5,London
27,4,0,4,69,2,9,16,10,12,8,9,7,2,10,2,0,0,15,4,6,2,15,11,15,2,22,0,14,34,0,2,5,4,23,5,17,0,31,6,3,3,3,1,1,11,4,0,2,13,84,3,7,5,2,3,33,6,0,31,7,2,7,0,7,6,24,5,3,5,London
31,17,0,30,35,3,8,11,10,7,2,13,0,5,4,4,2,5,15,2,6,1,9,11,20,10,19,0,5,26,2,0,3,1,6,2,6,6,31,11,4,3,0,3,0,3,3,3,1,13,65,1,1,2,6,1,44,7,1,14,1,7,8,0,3,0,12,1,5,5,London
42,11,0,29,45,5,0,6,6,7,2,3,1,4,1,3,0,0,19,7,12,1,2,16,8,3,26,3,1,20,1,0,4,2,8,5,7,6,31,15,2,7,4,2,0,3,2,0,0,21,98,2,7,7,1,6,34,8,1,28,4,6,4,0,2,1,12,0,2,5,London
34,8,0,3,69,1,11,11,8,4,7,14,11,3,4,2,1,0,12,2,21,2,12,11,7,10,25,2,21,28,0,0,5,2,15,7,11,3,41,13,4,6,5,0,3,5,1,2,4,26,96,10,3,8,2,2,33,7,1,23,5,2,7,1,2,1,15,4,3,5,London
37,8,1,23,59,1,2,9,7,5,2,16,17,2,5,5,1,2,8,16,4,0,6,24,23,5,12,7,6,22,0,0,7,1,3,4,4,6,43,9,8,2,4,0,0,11,2,1,3,17,104,6,4,1,5,5,36,6,0,20,5,4,6,4,0,2,16,2,3,5,London
38,4,0,3,77,0,2,17,17,5,3,4,8,1,1,9,0,0,8,8,21,0,1,29,25,5,21,8,4,16,1,0,1,1,1,3,7,3,36,11,7,2,1,1,0,5,2,0,0,16,108,2,5,4,1,3,33,6,2,36,20,2,5,2,4,1,11,2,0,5,London
33,16,0,18,36,4,3,12,5,10,7,11,2,2,1,0,0,5,14,3,20,0,2,10,11,5,29,1,5,30,0,0,6,4,0,3,7,5,26,14,5,2,3,7,0,1,2,0,2,24,85,6,4,7,0,4,46,7,0,31,8,15,5,0,2,1,13,7,0,5,London
31,11,0,21,43,3,2,20,12,4,5,13,7,4,4,2,2,4,19,11,26,1,7,31,3,7,31,2,4,24,2,0,3,1,1,6,12,6,34,14,7,2,5,1,1,6,3,1,3,17,93,3,5,1,2,5,53,6,0,27,11,1,3,3,2,1,8,5,0,5,London
23,9,0,16,46,1,5,3,14,8,2,7,11,5,6,0,2,3,14,6,10,1,6,13,23,8,25,2,2,26,2,0,1,0,4,9,12,9,28,15,4,2,6,3,0,2,3,2,2,14,87,3,2,1,4,7,37,7,1,37,3,5,4,3,6,3,14,3,6,5,London
38,8,1,30,35,0,1,8,8,7,2,12,1,2,9,6,0,2,20,4,10,2,3,4,15,6,23,5,3,24,1,0,0,0,3,7,8,3,30,5,5,6,3,3,0,5,0,5,1,30,86,6,9,5,2,4,53,5,0,30,6,4,7,2,1,1,8,3,2,5,London
33,9,0,17,46,4,0,14,7,4,2,12,7,3,2,3,4,1,13,5,16,2,4,13,40,12,28,1,1,35,3,0,4,0,2,12,12,2,39,12,3,8,2,1,0,1,3,8,4,18,76,3,3,6,0,9,41,5,0,46,8,5,8,0,2,0,11,9,0,5,London
35,8,0,40,40,1,3,9,9,6,8,12,2,2,5,2,1,1,7,8,14,1,5,13,16,0,25,7,5,14,1,1,0,2,8,3,7,3,46,15,2,5,0,5,0,3,10,2,0,21,103,6,2,5,1,3,40,10,0,32,1,8,6,2,5,1,16,2,1,5,London
30,10,0,14,47,0,0,17,6,7,6,11,5,0,2,5,1,2,13,9,22,0,7,28,19,6,21,2,6,22,1,0,4,1,7,6,11,3,33,9,5,2,1,0,2,6,4,1,4,18,91,1,4,4,2,4,36,6,0,39,6,8,9,1,0,1,10,4,1,5,London
26,7,0,47,20,0,2,7,10,5,3,15,7,1,2,4,3,0,12,7,17,0,3,11,31,2,27,5,3,19,0,0,2,3,14,2,4,1,29,20,3,8,6,1,2,4,6,1,3,20,101,0,3,4,1,3,42,7,1,51,3,7,7,4,0,0,14,3,2,5,London
36,3,2,13,44,5,2,8,12,5,3,6,11,0,3,2,0,0,13,3,24,0,3,28,18,8,25,5,5,16,0,0,1,1,3,2,9,3,31,13,5,1,6,0,0,5,1,2,2,17,101,0,6,1,2,5,45,7,0,41,2,5,4,2,1,2,7,1,7,5,London
41,19,0,11,55,4,1,5,11,4,7,13,5,3,3,3,1,2,13,5,23,0,6,33,9,3,37,3,4,21,0,0,4,5,7,8,12,11,37,9,4,6,1,0,4,10,3,0,3,25,84,1,5,1,3,6,44,6,2,38,3,7,2,1,5,1,12,5,8,5,London
32,11,1,3,51,2,4,15,11,8,5,12,9,3,2,7,0,3,5,2,27,0,3,59,10,3,31,2,8,39,4,0,1,4,2,12,15,2,46,6,2,4,2,1,3,5,0,0,1,28,78,2,4,8,1,3,41,4,2,32,11,6,10,4,3,1,15,7,2,5,London
23,8,0,3,55,2,4,7,8,10,8,8,4,2,4,3,0,1,22,8,32,0,8,38,7,6,27,2,3,30,0,0,2,5,0,11,16,4,32,7,8,2,2,0,0,8,2,3,0,20,108,4,3,8,2,7,34,5,0,39,8,3,9,3,5,0,15,9,1,5,London
41,6,0,4,57,1,1,11,4,6,8,6,3,0,5,2,3,1,13,6,20,1,2,33,12,8,35,4,4,16,3,1,3,2,0,6,12,5,48,13,7,7,1,0,0,3,4,2,1,15,92,5,5,9,3,3,28,3,1,49,4,5,6,1,7,0,11,9,2,5,London
46,15,0,26,41,0,2,6,13,3,7,4,5,4,4,0,1,1,14,5,10,0,2,28,22,2,23,2,4,29,2,0,1,0,13,1,6,5,45,16,6,3,2,0,0,4,2,0,0,12,100,2,4,2,0,11,50,4,1,27,4,7,7,1,1,0,18,3,1,5,London
47,7,0,29,39,2,1,15,8,3,8,13,2,3,2,3,2,1,7,11,22,0,3,17,12,3,34,4,4,8,1,0,0,0,7,1,8,5,41,10,6,5,7,0,0,5,4,0,0,14,112,0,3,3,1,2,46,6,1,31,3,2,12,2,1,0,15,1,2,5,London
27,6,1,2,55,2,0,8,10,4,9,9,6,3,2,2,2,0,16,10,30,0,6,40,10,7,22,9,1,27,2,0,3,1,2,13,19,2,40,15,4,6,1,0,0,0,2,0,1,11,123,3,3,1,0,4,42,3,1,40,8,4,7,2,3,0,9,12,1,5,London
40,7,0,26,48,2,1,11,17,3,1,9,4,4,3,8,2,0,20,6,4,0,6,26,22,9,24,3,2,20,1,0,6,0,5,7,3,6,30,12,3,4,0,1,1,5,2,0,0,14,90,2,6,3,0,6,43,11,1,9,2,6,8,1,1,1,8,0,2,5,London
